epoch,loss,precision,recall,f1,mean_iou
5,0.8456380544482051,0.6681455725905804,0.776463037582007,0.6974313094013584,0.08788256760796204
10,0.7640354762206206,0.7216228030108226,0.7490779956218859,0.7151353709469079,0.09232190441267163
15,0.6434673932758538,0.7577171224685199,0.7471074007330131,0.7327344595655833,0.09715070527996503
20,0.6194931204254562,0.7849868589859145,0.7175559892444662,0.7303800831059216,0.09911103064523023
25,0.5374595047654332,0.7809855908803084,0.7149875680753429,0.7281741631011318,0.0996707523716431
30,0.5026330899547886,0.7713819753015821,0.7218716847830247,0.7283094354805447,0.09914553634749323
